date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:45:15	107732/107732	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2010:02:31%20GMT	https://boldcapitalpartners.com/team/	C:/My%20Web%20Sites/Freelancer-1/boldcapitalpartners.com/team/index.html	(from https://boldcapitalpartners.com/)
21:45:16	133216/133216	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2010:01:09%20GMT	https://boldcapitalpartners.com/companies/	C:/My%20Web%20Sites/Freelancer-1/boldcapitalpartners.com/companies/index.html	(from https://boldcapitalpartners.com/)
21:45:17	54999/54999	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2013:46:13%20GMT	https://boldcapitalpartners.com/contact/	C:/My%20Web%20Sites/Freelancer-1/boldcapitalpartners.com/contact/index.html	(from https://boldcapitalpartners.com/)
21:45:17	84940/84940	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2010:23:22%20GMT	https://boldcapitalpartners.com/news/	C:/My%20Web%20Sites/Freelancer-1/boldcapitalpartners.com/news/index.html	(from https://boldcapitalpartners.com/)
21:45:17	121533/121533	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2010:02:12%20GMT	https://boldcapitalpartners.com/careers/	C:/My%20Web%20Sites/Freelancer-1/boldcapitalpartners.com/careers/index.html	(from https://boldcapitalpartners.com/)
21:45:17	61365/61365	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2010:04:11%20GMT	https://boldcapitalpartners.com/company/omeat/	C:/My%20Web%20Sites/Freelancer-1/boldcapitalpartners.com/company/omeat/index.html	(from https://boldcapitalpartners.com/)
21:45:18	57792/57792	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2010:04:53%20GMT	https://boldcapitalpartners.com/company/figure-ai/	C:/My%20Web%20Sites/Freelancer-1/boldcapitalpartners.com/company/figure-ai/index.html	(from https://boldcapitalpartners.com/)
21:45:18	2891/2891	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2001:20:32%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2022/09/omeat-tm-white-logo.png?strip=all&lossy=1&sharp=1&ssl=1&lazy=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2022/09/omeat-tm-white-logo3fa6.png	(from https://boldcapitalpartners.com/)
21:45:19	17803/17803	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Sep%202023%2004:49:00%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2022/09/omeat-tm-white-logo.png?strip=all&lossy=1&sharp=1&ssl=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2022/09/omeat-tm-white-logod362.png	(from https://boldcapitalpartners.com/)
21:45:19	4295/4295	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Oct%202023%2001:20:32%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2022/09/Omeat.jpg?strip=all&lossy=1&sharp=1&fit=1024%2C683&ssl=1&lazy=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2022/09/Omeata65f.jpg	(from https://boldcapitalpartners.com/)
21:45:20	4360/4360	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Sep%202023%2005:40:15%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2023/04/ImmunisRetinaW.png?strip=all&lossy=1&sharp=1&ssl=1&lazy=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2023/04/ImmunisRetinaW3fa6.png	(from https://boldcapitalpartners.com/)
21:45:21	64562/64562	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2018:51:50%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2022/09/Omeat.jpg?strip=all&lossy=1&sharp=1&fit=1024%2C683&ssl=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2022/09/Omeatc7de.jpg	(from https://boldcapitalpartners.com/)
21:45:21	8732/8732	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Oct%202023%2011:58:54%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2023/04/ImmunisRetinaW.png?strip=all&lossy=1&sharp=1&ssl=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2023/04/ImmunisRetinaWd362.png	(from https://boldcapitalpartners.com/)
21:45:21	3907/3907	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Sep%202023%2020:42:54%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2023/02/Immunis_Lab_Picture.jpg?strip=all&lossy=1&sharp=1&fit=1024%2C768&ssl=1&lazy=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2023/02/Immunis_Lab_Pictureaf0e.jpg	(from https://boldcapitalpartners.com/)
21:45:22	7117/7117	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2017:40:55%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2022/03/Relativity-1.jpg?strip=all&lossy=1&sharp=1&ssl=1&lazy=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2022/03/Relativity-13fa6.png	(from https://boldcapitalpartners.com/)
21:45:22	62514/62514	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2011:58:55%20GMT	https://boldcapitalpartners.com/company/immunis-biomedical/	C:/My%20Web%20Sites/Freelancer-1/boldcapitalpartners.com/company/immunis-biomedical/index.html	(from https://boldcapitalpartners.com/)
21:45:23	96754/96754	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Sep%202023%2009:02:40%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2023/02/Immunis_Lab_Picture.jpg?strip=all&lossy=1&sharp=1&fit=1024%2C768&ssl=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2023/02/Immunis_Lab_Picture5afc.jpg	(from https://boldcapitalpartners.com/)
21:45:23	122581/122581	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Oct%202023%2003:27:51%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2022/03/Relativity-1.jpg?strip=all&lossy=1&sharp=1&ssl=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2022/03/Relativity-1d362.jpg	(from https://boldcapitalpartners.com/)
21:45:23	6215/6215	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Sep%202023%2005:40:16%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2023/06/64520f744285856b68c103b4_Burger_Bite_02_0149-Edit2.png?strip=all&lossy=1&sharp=1&ssl=1&lazy=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2023/06/64520f744285856b68c103b4_Burger_Bite_02_0149-Edit23fa6.png	(from https://boldcapitalpartners.com/)
21:45:24	12128/12128	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Sep%202023%2014:40:09%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2023/06/6465b2fc4311273dda00b06c_cow-1@2x-p-1600.png?strip=all&lossy=1&sharp=1&ssl=1&lazy=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2023/06/6465b2fc4311273dda00b06c_cow-1@2x-p-16003fa6.png	(from https://boldcapitalpartners.com/)
21:45:24	402891/402891	---M--	200	added ('OK')	image/png	date:Sun,%2001%20Oct%202023%2003:27:53%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2023/06/64520f744285856b68c103b4_Burger_Bite_02_0149-Edit2.png?strip=all&lossy=1&sharp=1&ssl=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2023/06/64520f744285856b68c103b4_Burger_Bite_02_0149-Edit2d362.png	(from https://boldcapitalpartners.com/)
21:45:25	2936/2936	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Sep%202023%2004:49:00%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2022/09/omeat-founder-ali-khademhosseini.jpeg?strip=all&lossy=1&sharp=1&ssl=1&lazy=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2022/09/omeat-founder-ali-khademhosseini3fa6.jpg	(from https://boldcapitalpartners.com/)
21:45:25	29296/29296	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Sep%202023%2020:44:00%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2022/09/omeat-founder-ali-khademhosseini.jpeg?strip=all&lossy=1&sharp=1&ssl=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2022/09/omeat-founder-ali-khademhosseinid362.jpg	(from https://boldcapitalpartners.com/)
21:45:26	4793/4793	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Oct%202023%2019:11:22%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2021/11/6333d660ebc3d8e77e4c555e_63225a7eb7e152a42c73b749_Mask-group-min-1.png?strip=all&lossy=1&sharp=1&ssl=1&lazy=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2021/11/6333d660ebc3d8e77e4c555e_63225a7eb7e152a42c73b749_Mask-group-min-13fa6.png	(from https://boldcapitalpartners.com/)
21:45:26	556671/556671	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Sep%202023%2020:45:14%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2023/06/6465b2fc4311273dda00b06c_cow-1@2x-p-1600.png?strip=all&lossy=1&sharp=1&ssl=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2023/06/6465b2fc4311273dda00b06c_cow-1@2x-p-1600d362.png	(from https://boldcapitalpartners.com/)
21:45:27	4772/4772	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Oct%202023%2001:20:33%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2021/11/6322540af8793fda3016e7cd_Website_Image_Alignmentgif-e1682631058331.gif?strip=all&lossy=1&sharp=1&ssl=1&lazy=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2021/11/6322540af8793fda3016e7cd_Website_Image_Alignmentgif-e16826310583313fa6.jpg	(from https://boldcapitalpartners.com/)
21:45:28	1196/1196	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Oct%202023%2001:20:32%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2021/11/1516259621378.jpeg?strip=all&lossy=1&sharp=1&ssl=1&lazy=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2021/11/15162596213783fa6.jpg	(from https://boldcapitalpartners.com/)
21:45:28	80791/80791	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Sep%202023%2002:56:00%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2021/11/6322540af8793fda3016e7cd_Website_Image_Alignmentgif-e1682631058331.gif?strip=all&lossy=1&sharp=1&ssl=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2021/11/6322540af8793fda3016e7cd_Website_Image_Alignmentgif-e1682631058331d362.png	(from https://boldcapitalpartners.com/)
21:45:28	291416/291416	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202023%2015:10:19%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2021/11/6333d660ebc3d8e77e4c555e_63225a7eb7e152a42c73b749_Mask-group-min-1.png?strip=all&lossy=1&sharp=1&ssl=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2021/11/6333d660ebc3d8e77e4c555e_63225a7eb7e152a42c73b749_Mask-group-min-1d362.png	(from https://boldcapitalpartners.com/)
21:45:28	9717/9717	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Oct%202023%2000:20:40%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2021/11/1516259621378.jpeg?strip=all&lossy=1&sharp=1&ssl=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2021/11/1516259621378d362.jpg	(from https://boldcapitalpartners.com/)
21:45:29	3399/3399	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Sep%202023%2012:43:04%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2023/05/Humanoid_Walking_Mobile_-Tall-.jpg?strip=all&lossy=1&sharp=1&ssl=1&lazy=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2023/05/Humanoid_Walking_Mobile_-Tall-3fa6.jpg	(from https://boldcapitalpartners.com/)
21:45:30	29979/29979	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2017:43:36%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2023/05/Humanoid_Walking_Mobile_-Tall-.jpg?strip=all&lossy=1&sharp=1&ssl=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2023/05/Humanoid_Walking_Mobile_-Tall-d362.jpg	(from https://boldcapitalpartners.com/)
21:45:30	3937/3937	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Sep%202023%2012:43:04%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2023/05/Brett-Adcock_670x742-2.jpg?strip=all&lossy=1&sharp=1&ssl=1&lazy=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2023/05/Brett-Adcock_670x742-23fa6.jpg	(from https://boldcapitalpartners.com/)
21:45:31	18398/18398	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Oct%202023%2011:59:01%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2023/05/Brett-Adcock_670x742-2.jpg?strip=all&lossy=1&sharp=1&ssl=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2023/05/Brett-Adcock_670x742-2d362.jpg	(from https://boldcapitalpartners.com/)
21:45:31	5369/5369	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202023%2015:10:19%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2021/11/1200x943.jpeg?strip=all&lossy=1&sharp=1&ssl=1&lazy=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2021/11/1200x9433fa6.jpg	(from https://boldcapitalpartners.com/)
21:45:32	102564/102564	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202023%2015:10:19%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2021/11/1200x943.jpeg?strip=all&lossy=1&sharp=1&ssl=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2021/11/1200x943d362.jpg	(from https://boldcapitalpartners.com/)
21:45:32	9564/9564	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2017:40:55%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2021/11/Ben-Mural-e1682628357826.png?strip=all&lossy=1&sharp=1&ssl=1&lazy=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2021/11/Ben-Mural-e16826283578263fa6.png	(from https://boldcapitalpartners.com/)
21:45:33	6228/6228	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Oct%202023%2015:47:45%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2021/11/pyka-cargo-load-e1682628547212.jpeg?strip=all&lossy=1&sharp=1&ssl=1&lazy=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2021/11/pyka-cargo-load-e16826285472123fa6.jpg	(from https://boldcapitalpartners.com/)
21:45:34	335573/335573	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Sep%202023%2004:48:57%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2021/11/Ben-Mural-e1682628357826.png?strip=all&lossy=1&sharp=1&ssl=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2021/11/Ben-Mural-e1682628357826d362.jpg	(from https://boldcapitalpartners.com/)
21:45:34	165424/165424	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Sep%202023%2004:48:59%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2021/11/pyka-cargo-load-e1682628547212.jpeg?strip=all&lossy=1&sharp=1&ssl=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2021/11/pyka-cargo-load-e1682628547212d362.jpg	(from https://boldcapitalpartners.com/)
21:45:34	65324/65324	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2010:02:36%20GMT	https://boldcapitalpartners.com/company/pyka/	C:/My%20Web%20Sites/Freelancer-1/boldcapitalpartners.com/company/pyka/index.html	(from https://boldcapitalpartners.com/)
21:45:34	2232/2232	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Sep%202023%2012:43:04%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2021/11/IMG_Pelican1-848x565-1.jpeg?strip=all&lossy=1&sharp=1&ssl=1&lazy=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2021/11/IMG_Pelican1-848x565-13fa6.jpg	(from https://boldcapitalpartners.com/)
21:45:35	63433/63433	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202023%2015:10:19%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2021/11/IMG_Pelican1-848x565-1.jpeg?strip=all&lossy=1&sharp=1&ssl=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2021/11/IMG_Pelican1-848x565-1d362.jpg	(from https://boldcapitalpartners.com/)
21:45:35	65195/65195	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20Oct%202023%2012:01:18%20GMT	https://boldcapitalpartners.com/company/colossal/	C:/My%20Web%20Sites/Freelancer-1/boldcapitalpartners.com/company/colossal/index.html	(from https://boldcapitalpartners.com/)
21:45:35	1862/1862	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2001:20:32%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2021/11/michael-norcia-head-400x500-1.png?strip=all&lossy=1&sharp=1&ssl=1&lazy=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2021/11/michael-norcia-head-400x500-13fa6.png	(from https://boldcapitalpartners.com/)
21:45:36	13001/13001	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Oct%202023%2011:59:07%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2021/11/photo-1564325724739-bae0bd08762c-scaled.jpeg?strip=all&lossy=1&sharp=1&ssl=1&lazy=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2021/11/photo-1564325724739-bae0bd08762c-scaled3fa6.png	(from https://boldcapitalpartners.com/)
21:45:36	88702/88702	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Oct%202023%2000:20:41%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2021/11/michael-norcia-head-400x500-1.png?strip=all&lossy=1&sharp=1&ssl=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2021/11/michael-norcia-head-400x500-1d362.png	(from https://boldcapitalpartners.com/)
21:45:38	205014/205014	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Sep%202023%2015:24:08%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2021/11/photo-1599652749620-e45b7f38988e-scaled.jpeg?strip=all&lossy=1&sharp=1&ssl=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2021/11/photo-1599652749620-e45b7f38988e-scaledd362.jpg	(from https://boldcapitalpartners.com/)
21:45:38	11427/11427	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2017:40:55%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2021/11/photo-1599652749620-e45b7f38988e-scaled.jpeg?strip=all&lossy=1&sharp=1&ssl=1&lazy=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2021/11/photo-1599652749620-e45b7f38988e-scaled3fa6.png	(from https://boldcapitalpartners.com/)
21:45:38	166999/166999	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Sep%202023%2002:20:39%20GMT	https://assets.boldcapitalpartners.com/wp-content/uploads/2021/11/photo-1564325724739-bae0bd08762c-scaled.jpeg?strip=all&lossy=1&sharp=1&ssl=1	C:/My%20Web%20Sites/Freelancer-1/assets.boldcapitalpartners.com/wp-content/uploads/2021/11/photo-1564325724739-bae0bd08762c-scaledd362.jpg	(from https://boldcapitalpartners.com/)
